Date,Close,High,Low,Open,Volume,Ticker
,JNJ,JNJ,JNJ,JNJ,JNJ,
2015-01-02,78.68138885498047,79.45676521709544,78.38780203316946,79.08037126674125,5753600,JNJ
2015-01-05,78.13189697265625,78.83951980007845,78.04908980164646,78.65132272838692,8079300,JNJ
2015-01-06,77.74794006347656,79.03520679372008,77.4919949123093,78.54589346807612,7428000,JNJ
2015-01-07,79.46430969238281,79.6675656948585,78.1469305224517,78.22221392681597,7931700,JNJ
2015-01-08,80.08912658691406,80.16440424927264,79.60734265583822,79.84070513214503,9916000,JNJ
2015-01-09,78.9975814819336,80.17192902700285,78.85454991153566,80.17192902700285,7364800,JNJ
2015-01-12,78.72657775878906,79.66003335769493,78.51579801806682,79.17071996340847,6839000,JNJ
2015-01-13,78.86209106445312,80.04396827311702,78.47063799598725,79.37398725476527,10151100,JNJ
2015-01-14,78.28995513916016,78.61365422187205,77.9210906124986,78.18456527439972,8887700,JNJ
2015-01-15,77.15325927734375,78.23727609886326,76.74675296927394,77.5146001322896,10834800,JNJ
2015-01-16,78.32007598876953,78.75669447283424,76.78438754859944,76.82955299753112,14092300,JNJ
2015-01-20,76.24988555908203,76.82200595979721,75.47451495648052,76.44561201730592,20460000,JNJ
2015-01-21,76.70909118652344,76.8596464751398,75.57990929195239,75.70035237418226,11702900,JNJ
2015-01-22,78.10929870605469,78.16199364591387,76.46069084810381,77.07797689073327,9036600,JNJ
2015-01-23,76.93495178222656,77.51460191278275,76.73923098531502,77.49201918570205,10126000,JNJ
2015-01-26,76.98013305664062,77.12315892798033,76.18970304543728,76.63385112833141,8962800,JNJ
2015-01-27,76.85211181640625,77.36400780389944,75.97888086322126,76.65639110303808,10160500,JNJ
2015-01-28,76.39297485351562,77.48451581469526,76.36286262615148,77.14576330765885,9053200,JNJ
2015-01-29,77.07044982910156,77.13067426035715,75.78318276343205,76.41552780498006,7569300,JNJ
2015-01-30,75.3841781616211,76.78436408379078,75.34653647013607,76.4681945512533,10676300,JNJ
2015-02-02,75.90361785888672,75.91867109231138,74.8120717778008,75.6476669441326,8990700,JNJ
2015-02-03,77.13067626953125,77.20595393890271,76.12194286465402,76.33272263622132,10005200,JNJ
2015-02-04,76.3026123046875,77.12314868474652,76.04666133052024,76.87473294401597,9514100,JNJ
2015-02-05,77.13067626953125,77.20595393890271,76.37788808918059,76.4606952484846,6642200,JNJ
2015-02-06,76.10688018798828,77.12314303343433,75.90362991622617,76.86719782133999,9215700,JNJ
2015-02-09,75.11320495605469,76.07677292387446,74.60130875523568,76.07677292387446,9851700,JNJ
2015-02-10,75.54227447509766,75.80574912581964,74.84971089510938,75.4218313819033,12275500,JNJ
2015-02-11,75.56486511230469,75.87351098071042,75.24116600941642,75.6250895368693,8177000,JNJ
2015-02-12,74.10446166992188,75.68531551564408,73.13336434131544,75.65520330274342,25835200,JNJ
2015-02-13,74.99276733398438,75.03040330039357,74.02166980485799,74.10447697160417,11153600,JNJ
2015-02-17,75.61003112792969,75.64014333815123,74.61635116388608,74.81960140373545,8627100,JNJ
2015-02-18,75.24870300292969,75.98643791912804,74.81208449626777,75.8057646274155,7878200,JNJ
2015-02-19,75.80574035644531,75.91113020454239,74.98520429007301,75.24114942307561,10028200,JNJ
2015-02-20,76.00286865234375,76.08625546425372,75.13110111734402,75.94222264667806,10085700,JNJ
2015-02-23,75.94221496582031,76.38946619944626,75.65415514332501,76.366725395502,6878200,JNJ
2015-02-24,76.33639526367188,76.60172004095463,75.80575727614696,75.99527166933734,6587200,JNJ
