US GDP,Date,Inflation,Unemployment
^GSPC,,^TNX,^DJI
2666.93994140625,2018-04-26 00:00:00+00:00,2.990000009536743,24322.33984375
2669.909912109375,2018-04-27 00:00:00+00:00,2.9570000171661377,24311.189453125
2648.050048828125,2018-04-30 00:00:00+00:00,2.936000108718872,24163.150390625
2654.800048828125,2018-05-01 00:00:00+00:00,2.9760000705718994,24099.05078125
2635.669921875,2018-05-02 00:00:00+00:00,2.9639999866485596,23924.98046875
2629.72998046875,2018-05-03 00:00:00+00:00,2.946000099182129,23930.150390625
2663.419921875,2018-05-04 00:00:00+00:00,2.944000005722046,24262.509765625
2672.6298828125,2018-05-07 00:00:00+00:00,2.950000047683716,24357.3203125
2671.919921875,2018-05-08 00:00:00+00:00,2.9690001010894775,24360.2109375
2697.7900390625,2018-05-09 00:00:00+00:00,3.003999948501587,24542.5390625
2723.070068359375,2018-05-10 00:00:00+00:00,2.9709999561309814,24739.529296875
2727.719970703125,2018-05-11 00:00:00+00:00,2.9709999561309814,24831.169921875
2730.1298828125,2018-05-14 00:00:00+00:00,2.994999885559082,24899.41015625
2711.449951171875,2018-05-15 00:00:00+00:00,3.0799999237060547,24706.41015625
2722.4599609375,2018-05-16 00:00:00+00:00,3.0950000286102295,24768.9296875
2720.1298828125,2018-05-17 00:00:00+00:00,3.1089999675750732,24713.98046875
2712.969970703125,2018-05-18 00:00:00+00:00,3.066999912261963,24715.08984375
2733.010009765625,2018-05-21 00:00:00+00:00,3.065000057220459,25013.2890625
2724.43994140625,2018-05-22 00:00:00+00:00,3.065000057220459,24834.41015625
2733.2900390625,2018-05-23 00:00:00+00:00,3.003000020980835,24886.810546875
2727.760009765625,2018-05-24 00:00:00+00:00,2.9809999465942383,24811.759765625
2721.330078125,2018-05-25 00:00:00+00:00,2.930999994277954,24753.08984375
2689.860107421875,2018-05-29 00:00:00+00:00,2.7679998874664307,24361.44921875
2724.010009765625,2018-05-30 00:00:00+00:00,2.8420000076293945,24667.779296875
2705.27001953125,2018-05-31 00:00:00+00:00,2.822000026702881,24415.83984375
2734.6201171875,2018-06-01 00:00:00+00:00,2.8949999809265137,24635.2109375
2746.8701171875,2018-06-04 00:00:00+00:00,2.937000036239624,24813.689453125
2748.800048828125,2018-06-05 00:00:00+00:00,2.9189999103546143,24799.98046875
2772.35009765625,2018-06-06 00:00:00+00:00,2.9749999046325684,25146.390625
2770.3701171875,2018-06-07 00:00:00+00:00,2.933000087738037,25241.41015625
2779.030029296875,2018-06-08 00:00:00+00:00,2.937000036239624,25316.529296875
2782.0,2018-06-11 00:00:00+00:00,2.9570000171661377,25322.310546875
2786.85009765625,2018-06-12 00:00:00+00:00,2.9570000171661377,25320.73046875
2775.6298828125,2018-06-13 00:00:00+00:00,2.9769999980926514,25201.19921875
2782.489990234375,2018-06-14 00:00:00+00:00,2.946000099182129,25175.310546875
2779.659912109375,2018-06-15 00:00:00+00:00,2.9240000247955322,25090.48046875
2773.75,2018-06-18 00:00:00+00:00,2.9260001182556152,24987.470703125
2762.590087890625,2018-06-19 00:00:00+00:00,2.8929998874664307,24700.2109375
2767.320068359375,2018-06-20 00:00:00+00:00,2.927999973297119,24657.80078125
2749.760009765625,2018-06-21 00:00:00+00:00,2.8970000743865967,24461.69921875
2754.8798828125,2018-06-22 00:00:00+00:00,2.9000000953674316,24580.890625
2717.070068359375,2018-06-25 00:00:00+00:00,2.875,24252.80078125
2723.06005859375,2018-06-26 00:00:00+00:00,2.880000114440918,24283.109375
2699.6298828125,2018-06-27 00:00:00+00:00,2.8269999027252197,24117.58984375
2716.31005859375,2018-06-28 00:00:00+00:00,2.8469998836517334,24216.05078125
2718.3701171875,2018-06-29 00:00:00+00:00,2.8489999771118164,24271.41015625
2726.7099609375,2018-07-02 00:00:00+00:00,2.865999937057495,24307.1796875
2713.219970703125,2018-07-03 00:00:00+00:00,2.8380000591278076,24174.8203125
2736.610107421875,2018-07-05 00:00:00+00:00,2.8399999141693115,24356.740234375
2759.820068359375,2018-07-06 00:00:00+00:00,2.8310000896453857,24456.48046875
2784.169921875,2018-07-09 00:00:00+00:00,2.859999895095825,24776.58984375
2793.840087890625,2018-07-10 00:00:00+00:00,2.872999906539917,24919.66015625
2774.02001953125,2018-07-11 00:00:00+00:00,2.8420000076293945,24700.44921875
2798.2900390625,2018-07-12 00:00:00+00:00,2.8529999256134033,24924.890625
2801.31005859375,2018-07-13 00:00:00+00:00,2.8310000896453857,25019.41015625
2798.429931640625,2018-07-16 00:00:00+00:00,2.8580000400543213,25064.359375
2809.550048828125,2018-07-17 00:00:00+00:00,2.864000082015991,25119.890625
2815.6201171875,2018-07-18 00:00:00+00:00,2.875,25199.2890625
2804.489990234375,2018-07-19 00:00:00+00:00,2.8469998836517334,25064.5
2801.830078125,2018-07-20 00:00:00+00:00,2.8949999809265137,25058.119140625
2806.97998046875,2018-07-23 00:00:00+00:00,2.9649999141693115,25044.2890625
2820.39990234375,2018-07-24 00:00:00+00:00,2.9489998817443848,25241.939453125
2846.070068359375,2018-07-25 00:00:00+00:00,2.936000108718872,25414.099609375
2837.43994140625,2018-07-26 00:00:00+00:00,2.9749999046325684,25527.0703125
2818.820068359375,2018-07-27 00:00:00+00:00,2.9600000381469727,25451.060546875
2802.60009765625,2018-07-30 00:00:00+00:00,2.9749999046325684,25306.830078125
2816.2900390625,2018-07-31 00:00:00+00:00,2.9639999866485596,25415.189453125
2813.360107421875,2018-08-01 00:00:00+00:00,3.003000020980835,25333.8203125
2827.219970703125,2018-08-02 00:00:00+00:00,2.9860000610351562,25326.16015625
2840.35009765625,2018-08-03 00:00:00+00:00,2.953000068664551,25462.580078125
2850.39990234375,2018-08-06 00:00:00+00:00,2.937999963760376,25502.1796875
2858.449951171875,2018-08-07 00:00:00+00:00,2.9730000495910645,25628.91015625
2857.699951171875,2018-08-08 00:00:00+00:00,2.9709999561309814,25583.75
2853.580078125,2018-08-09 00:00:00+00:00,2.934999942779541,25509.23046875
2833.280029296875,2018-08-10 00:00:00+00:00,2.8570001125335693,25313.140625
2821.929931640625,2018-08-13 00:00:00+00:00,2.877000093460083,25187.69921875
