Date,Close,High,Low,Open,Volume,Ticker
,JPM,JPM,JPM,JPM,JPM,
2015-01-02,47.46483612060547,47.821826827182214,47.14581988139174,47.229371822554555,12600000,JPM
2015-01-05,45.99128723144531,47.30532367834523,45.748228634185615,47.138222703658585,20100600,JPM
2015-01-06,44.79878234863281,46.14320191254875,44.32025944342849,46.05964997223672,29074100,JPM
2015-01-07,44.86714172363281,45.48997975835584,44.56331701999309,45.48997975835584,23843200,JPM
2015-01-08,45.86975860595703,46.25713524304678,45.55074527892978,45.55074527892978,16971100,JPM
2015-01-09,45.072208404541016,46.173568977609705,45.03423105322544,46.120400106270665,15396200,JPM
2015-01-12,44.68484115600586,45.11778939719981,44.2594872271633,45.026640264063595,15455200,JPM
2015-01-13,44.69245147705078,45.34567267774245,44.3354578214431,45.011464864837336,21644700,JPM
2015-01-14,43.15053176879883,44.692435037575294,41.98081064887145,44.692435037575294,49602300,JPM
2015-01-15,41.76814651489258,42.998631160748275,41.39596136715582,42.330218496183974,42458100,JPM
2015-01-16,42.482120513916016,42.53528939385941,41.502289044982106,41.51748056746402,29368900,JPM
2015-01-20,42.315025329589844,42.831525609800075,42.0947525547234,42.56568115564212,23477700,JPM
2015-01-21,42.45174026489258,42.85430549597376,41.92004853295393,42.11753544073903,21842400,JPM
2015-01-22,43.74299240112305,43.84933017193964,42.50491071771497,42.8239269276517,31423500,JPM
2015-01-23,43.05179214477539,43.955666055392946,43.03660062138432,43.84173397619014,15458300,JPM
2015-01-26,43.120147705078125,43.287251546112515,42.687199478294936,42.84670610974422,12577700,JPM
2015-01-27,42.687198638916016,42.99861758359239,42.35299096341893,42.57326367727175,15220500,JPM
2015-01-28,41.585845947265625,43.05179472113258,41.585845947265625,43.00622014823204,24354400,JPM
2015-01-29,42.28464889526367,42.45175280544757,41.53268709441153,41.980827028323866,20393300,JPM
2015-01-30,41.30480194091797,42.15550685351247,41.29720473150512,41.76813320056341,26943700,JPM
2015-02-02,42.132728576660156,42.2694493957478,41.22125741523817,41.41874143309425,20308900,JPM
2015-02-03,43.08217239379883,43.12774406352579,42.43654573029605,42.46692877510511,18812500,JPM
2015-02-04,42.823917388916016,43.34801181298231,42.74795978561824,42.77834282693735,14934100,JPM
2015-02-05,43.120147705078125,43.325228901578555,42.88468346521026,43.1885081039116,11293900,JPM
2015-02-06,43.970848083496094,44.608877440707666,43.70500372527719,43.864510340208525,25214000,JPM
2015-02-09,43.91769790649414,44.130373483599826,43.469558013673286,43.61387316992537,14372400,JPM
2015-02-10,44.40380096435547,44.59369063960244,44.09238201284989,44.37341792091919,16367300,JPM
2015-02-11,44.335453033447266,44.55572581407595,43.93288773590937,44.099991624315585,13061900,JPM
2015-02-12,45.246917724609375,45.35325549357648,44.472167396794504,44.760800553624414,23211300,JPM
2015-02-13,45.3228645324707,45.740624119737426,45.07221167759705,45.16335790687052,16479100,JPM
2015-02-17,45.64948272705078,45.679865774451656,45.05702779016812,45.087410837568996,15308800,JPM
2015-02-18,45.09500503540039,45.649482610358,44.90511533586066,45.649482610358,14278100,JPM
2015-02-19,44.98866653442383,45.1785562308704,44.66205602473677,44.92790333825407,11256500,JPM
2015-02-20,45.42161178588867,45.489972187956774,44.32025104034101,44.78358233241522,15379000,JPM
2015-02-23,45.079811096191406,45.216531904332946,44.66205435908635,45.19374606880493,16814000,JPM
2015-02-24,46.19636154174805,46.522972026138646,45.634289706392096,45.76341329918128,22937700,JPM
2015-02-25,46.439414978027344,46.5381584129318,46.14318757080026,46.150781882337704,18307900,JPM
2015-02-26,46.77363586425781,46.86478211591719,46.26472992272819,46.35587617438757,15444800,JPM
2015-02-27,46.54576110839844,47.03187826397125,46.431829029897386,46.431829029897386,15225900,JPM
2015-03-02,46.91794967651367,46.96352424979726,46.35587486263083,46.545764571748585,13047300,JPM
2015-03-03,47.06985855102539,47.0850500743326,46.7128649970231,46.82679997308373,13706900,JPM
2015-03-04,47.19137954711914,47.22175969090809,46.59892183219717,46.81919453521321,16625500,JPM
2015-03-05,47.09263610839844,47.2673342494893,46.788811490640065,47.24454841727763,10931300,JPM
2015-03-06,46.249534606933594,47.75346067473283,46.181174199420596,47.2141746251785,22719200,JPM
2015-03-09,46.71286392211914,46.8116073726004,46.181172208548894,46.211555254464166,13001500,JPM
2015-03-10,45.54315185546875,46.34068813685202,45.54315185546875,46.1507984080709,16357700,JPM
2015-03-11,45.755821228027344,46.06724020543439,45.543142803770934,45.67226930037162,13015600,JPM
2015-03-12,46.61412048339844,46.6748865752443,46.06724014421931,46.06724014421931,18159600,JPM
2015-03-13,46.33308792114258,46.986308968546766,45.90013962646528,46.636912607489116,16506200,JPM
2015-03-16,46.97871780395508,47.03188669628554,46.522983613269005,46.71287334230276,15182900,JPM
2015-03-17,46.796417236328125,46.8343945961042,46.272319819963116,46.59133601655314,11718300,JPM
2015-03-18,46.90275192260742,47.13061896378673,46.40144327301829,46.629310314197596,15697900,JPM
2015-03-19,46.48500442504883,46.826806503410616,46.15079666065632,46.76604040170754,11523800,JPM
2015-03-20,46.90275192260742,47.16859632106885,46.447017840248805,46.57614143450532,18368300,JPM
2015-03-23,46.439414978027344,47.15340195697086,46.42422345746618,46.902746213941,15112900,JPM
2015-03-24,45.92292022705078,46.51537800811755,45.91532591462725,46.31029680284289,12128700,JPM
2015-03-25,45.27730178833008,46.0596464468493,45.26211026420999,45.976094512932306,14950900,JPM
2015-03-26,45.2241325378418,45.414022241580646,44.715226625128466,45.163366441851636,14039600,JPM
2015-03-27,45.23172378540039,45.406421953301084,44.81396704498684,45.18615211398344,11755800,JPM
2015-03-30,46.302703857421875,46.68248325828161,46.03685943581482,46.2419406599775,20656500,JPM
2015-03-31,46.01407241821289,46.287511145926324,45.89254023146895,46.120410184127024,17346700,JPM
2015-04-01,45.83821105957031,46.312266798265334,45.669996509785236,46.189929739352245,18100600,JPM
2015-04-02,46.27402877807617,46.41165830945034,45.876432678189126,45.929954949640745,12697800,JPM
2015-04-06,46.235801696777344,46.44989079506693,45.608823980290545,45.81526537264395,12025200,JPM
2015-04-07,46.52635955810547,47.02335553944836,46.52635955810547,46.75574411364575,11505500,JPM
2015-04-08,46.67927551269531,47.0692268726736,46.595168242239396,46.686923219143345,11734000,JPM
2015-04-09,47.00041961669922,47.0845269006092,46.511071328582105,46.84749754747615,11728500,JPM
2015-04-10,47.17627716064453,47.23744423593323,46.79397346066645,46.90866282061242,9869700,JPM
2015-04-13,47.45918273925781,47.61210480793837,47.02335673940301,47.13040131245565,15468700,JPM
2015-04-14,48.20085144042969,48.63667742729995,47.971469802615715,48.13968144808155,33775400,JPM
2015-04-15,49.0954475402832,49.30189483483649,48.177917944500344,48.23144315363212,28732200,JPM
2015-04-16,48.78959655761719,49.141312325486574,48.67490428723397,48.996040894259615,16640500,JPM
2015-04-17,48.04792785644531,48.476109039100656,47.780316440251774,48.36141676544875,20221200,JPM
2015-04-20,48.3537712097168,48.5678603392832,48.27730872291048,48.33847871235553,12755300,JPM
2015-04-21,47.642677307128906,48.629018412046996,47.50504777309474,48.422577027740836,14985100,JPM
2015-04-22,48.1243896484375,48.284959422308866,47.42859701748095,47.90265571482185,14484700,JPM
2015-04-23,48.0173454284668,48.330834354230795,47.86442336100357,48.009700637629265,12851300,JPM
2015-04-24,47.86441421508789,48.04792124432848,47.665617607093765,47.88735441670877,9597500,JPM
2015-04-27,47.66561508178711,48.28494799132361,47.642677798126726,47.940874152692224,11146400,JPM
2015-04-28,47.98676300048828,48.00205549972784,47.229803246979195,47.78032155261925,12307800,JPM
2015-04-29,48.62902069091797,48.85075749689136,47.75736887901729,47.833831355255654,17601200,JPM
2015-04-30,48.36906433105469,48.84312303371907,48.10909769037436,48.61374139000016,16840900,JPM
2015-05-01,48.63666915893555,48.835465766779485,48.422580055604335,48.70548393025562,11640100,JPM
2015-05-04,49.48539352416992,49.60008580472212,48.659616104384135,48.69020110143083,14972500,JPM
2015-05-05,49.24070739746094,49.944144657862736,49.15660013442482,49.324814660497054,17692400,JPM
2015-05-06,48.87370300292969,49.75300266874269,48.49139930766242,49.34011397783507,18087900,JPM
2015-05-07,49.317169189453125,49.393628750180525,48.361410096634266,48.68254375178367,15039900,JPM
2015-05-08,50.07412338256836,50.196463333392515,49.3936234482063,49.67653020936971,16802600,JPM
2015-05-11,50.04354476928711,50.18882202102338,49.7606438055784,49.89827335104152,13798800,JPM
2015-05-12,49.9747428894043,50.11237246234143,49.51597959077777,49.93651018389715,12762200,JPM
2015-05-13,50.09706115722656,50.18116841587212,49.745342545386045,50.02060160395514,11874100,JPM
2015-05-14,50.502315521240234,50.60171237219669,50.24234600055977,50.334100978474794,11855500,JPM
2015-05-15,50.37232971191406,50.58642466832089,50.035906447399796,50.56348154787327,11152100,JPM
