Date,Close,High,Low,Open,Volume,Ticker
,MSFT,MSFT,MSFT,MSFT,MSFT,
2015-01-02,40.0721321105957,40.63773523351737,39.88359991568766,39.98643595555557,27913900,MSFT
2015-01-05,39.70363235473633,40.04642021227634,39.63507282176925,39.73790885212141,39673900,MSFT
2015-01-06,39.120887756347656,40.063558411327804,39.02662003702997,39.7464787574306,36447900,MSFT
2015-01-07,39.61793899536133,39.81504277912743,38.98377956395717,39.403695325733096,29114100,MSFT
2015-01-08,40.783416748046875,40.92053253782855,40.03784984542768,40.06355803441853,29645200,MSFT
2015-01-09,40.44063186645508,40.98052680208878,40.19211170671151,40.800562913243816,23944200,MSFT
2015-01-12,39.935028076171875,40.74058655510778,39.7293559357923,40.637747215818266,23651900,MSFT
2015-01-13,39.72935104370117,41.05766128951461,39.472259265333946,40.25210617887082,35270600,MSFT
2015-01-14,39.38656234741211,39.62651752246592,39.095190774853556,39.38656234741211,29719600,MSFT
2015-01-15,38.9752197265625,39.74649847718773,38.91523174252497,39.60938261808768,32750800,MSFT
2015-01-16,39.62650680541992,39.66078330478645,38.70954097901898,38.82952016864711,35695300,MSFT
2015-01-20,39.75505828857422,39.97787355516167,39.05233925228934,39.677930430001524,36161900,MSFT
2015-01-21,39.352272033691406,39.540807491663365,38.97520438684615,39.36941191797055,39081100,MSFT
2015-01-22,40.389217376708984,40.397785685061514,39.48939462114135,39.74648637000368,35898000,MSFT
2015-01-23,40.432044982910156,40.6120087890748,40.10639385573321,40.58630060793622,26211600,MSFT
2015-01-26,40.2863883972168,40.38922773842396,39.626520604519655,40.2778200866661,42525500,MSFT
2015-01-27,36.55854797363281,37.02131518991796,36.08721244701632,36.80707147153777,169164000,MSFT
2015-01-28,35.29877853393555,36.66993969756246,35.27307034500635,36.62709162631437,84507100,MSFT
2015-01-29,36.00149917602539,36.0957668989761,34.95599245472281,35.075968367897005,63585300,MSFT
2015-01-30,34.62177658081055,35.6330069121984,34.57892523375778,35.60729545014698,78004900,MSFT
2015-02-02,35.37591552734375,35.45304338319519,34.47609272180969,34.784604145215454,50352500,MSFT
2015-02-03,35.650142669677734,35.932945861742105,35.178807285335836,35.67585413111004,52082400,MSFT
2015-02-04,35.8558235168457,36.17290325763679,35.4444760309034,35.94151968383814,41614800,MSFT
2015-02-05,36.378570556640625,36.54139454540795,35.872955437828054,36.18146680104908,36548200,MSFT
2015-02-06,36.344295501708984,36.66994679056151,36.12148352666184,36.57567905412271,34616600,MSFT
