Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,
2015-01-02 00:00:00+00:00,0.4831768274307251,0.503250002861023,0.5070000290870667,0.49524998664855957,0.503250002861023,113680000,NVDA
2015-01-05 00:00:00+00:00,0.47501590847969055,0.4947499930858612,0.5047500133514404,0.4925000071525574,0.503250002861023,197952000,NVDA
2015-01-06 00:00:00+00:00,0.4606141149997711,0.47975000739097595,0.4959999918937683,0.4792500138282776,0.49549999833106995,197764000,NVDA
2015-01-07 00:00:00+00:00,0.4594140350818634,0.47850000858306885,0.48750001192092896,0.47699999809265137,0.4832499921321869,321808000,NVDA
2015-01-08 00:00:00+00:00,0.4766959846019745,0.4964999854564667,0.49950000643730164,0.48374998569488525,0.48399999737739563,283780000,NVDA
2015-01-09 00:00:00+00:00,0.4786163568496704,0.4984999895095825,0.5022500157356262,0.49149999022483826,0.49825000762939453,209540000,NVDA
2015-01-12 00:00:00+00:00,0.47261548042297363,0.492249995470047,0.5,0.48774999380111694,0.4997499883174896,190732000,NVDA
2015-01-13 00:00:00+00:00,0.4718955457210541,0.49149999022483826,0.5059999823570251,0.4880000054836273,0.4959999918937683,236720000,NVDA
2015-01-14 00:00:00+00:00,0.4738157391548157,0.4934999942779541,0.4950000047683716,0.48500001430511475,0.48625001311302185,155260000,NVDA
2015-01-15 00:00:00+00:00,0.47045525908470154,0.49000000953674316,0.5,0.4897499978542328,0.4970000088214874,188932000,NVDA
2015-01-16 00:00:00+00:00,0.47909632325172424,0.49900001287460327,0.49950000643730164,0.48774999380111694,0.4892500042915344,181512000,NVDA
2015-01-20 00:00:00+00:00,0.48053649067878723,0.5005000233650208,0.5052499771118164,0.49424999952316284,0.5024999976158142,140308000,NVDA
2015-01-21 00:00:00+00:00,0.48725736141204834,0.5074999928474426,0.5087500214576721,0.49424999952316284,0.49775001406669617,144780000,NVDA
2015-01-22 00:00:00+00:00,0.49565833806991577,0.5162500143051147,0.5177500247955322,0.503250002861023,0.5084999799728394,159712000,NVDA
2015-01-23 00:00:00+00:00,0.4970984160900116,0.5177500247955322,0.518750011920929,0.512499988079071,0.5167499780654907,120416000,NVDA
2015-01-26 00:00:00+00:00,0.49493831396102905,0.515500009059906,0.5180000066757202,0.5122500061988831,0.515500009059906,133240000,NVDA
2015-01-27 00:00:00+00:00,0.4711754024028778,0.4907500147819519,0.5080000162124634,0.4897499978542328,0.5074999928474426,357948000,NVDA
2015-01-28 00:00:00+00:00,0.4634944796562195,0.4827499985694885,0.4987500011920929,0.48249998688697815,0.49674999713897705,272728000,NVDA
2015-01-29 00:00:00+00:00,0.4747758209705353,0.4945000112056732,0.4972499907016754,0.4807499945163727,0.4830000102519989,235340000,NVDA
2015-01-30 00:00:00+00:00,0.46085429191589355,0.47999998927116394,0.49674999713897705,0.4792500138282776,0.4909999966621399,298200000,NVDA
2015-02-02 00:00:00+00:00,0.4709353744983673,0.49050000309944153,0.4925000071525574,0.47350001335144043,0.4830000102519989,259604000,NVDA
2015-02-03 00:00:00+00:00,0.4826967418193817,0.5027499794960022,0.503250002861023,0.49149999022483826,0.49399998784065247,183468000,NVDA
2015-02-04 00:00:00+00:00,0.4838969111442566,0.5040000081062317,0.5097500085830688,0.4997499883174896,0.5012500286102295,181516000,NVDA
2015-02-05 00:00:00+00:00,0.4918177127838135,0.5122500061988831,0.512499988079071,0.5040000081062317,0.5044999718666077,140448000,NVDA
2015-02-06 00:00:00+00:00,0.489657461643219,0.5099999904632568,0.5177500247955322,0.5077499747276306,0.5117499828338623,210524000,NVDA
2015-02-09 00:00:00+00:00,0.48917755484580994,0.5095000267028809,0.5109999775886536,0.5037500262260437,0.5070000290870667,273944000,NVDA
2015-02-10 00:00:00+00:00,0.502859354019165,0.5237500071525574,0.5239999890327454,0.5077499747276306,0.5099999904632568,226204000,NVDA
2015-02-11 00:00:00+00:00,0.49949878454208374,0.5202500224113464,0.5249999761581421,0.5167499780654907,0.5249999761581421,320832000,NVDA
2015-02-12 00:00:00+00:00,0.5352628827095032,0.5575000047683716,0.5625,0.546750009059906,0.550000011920929,676904000,NVDA
2015-02-13 00:00:00+00:00,0.535503089427948,0.5577499866485596,0.5584999918937683,0.5477499961853027,0.5562499761581421,310084000,NVDA
2015-02-17 00:00:00+00:00,0.5371831655502319,0.559499979019165,0.562250018119812,0.5532500147819519,0.5567499995231628,203340000,NVDA
2015-02-18 00:00:00+00:00,0.5309423804283142,0.5529999732971191,0.5597500205039978,0.5519999861717224,0.5587499737739563,170948000,NVDA
2015-02-19 00:00:00+00:00,0.5323825478553772,0.5544999837875366,0.5609999895095825,0.5519999861717224,0.5600000023841858,169432000,NVDA
2015-02-20 00:00:00+00:00,0.5362231135368347,0.5584999918937683,0.5587499737739563,0.550000011920929,0.5540000200271606,157752000,NVDA
2015-02-23 00:00:00+00:00,0.5319023728370667,0.5540000200271606,0.5582500100135803,0.5512499809265137,0.5582500100135803,125008000,NVDA
2015-02-24 00:00:00+00:00,0.5375649333000183,0.5577499866485596,0.5577499866485596,0.5490000247955322,0.5540000200271606,149356000,NVDA
2015-02-25 00:00:00+00:00,0.5334687829017639,0.5534999966621399,0.5580000281333923,0.5509999990463257,0.5554999709129333,123820000,NVDA
2015-02-26 00:00:00+00:00,0.534914493560791,0.5550000071525574,0.5582500100135803,0.5504999756813049,0.5540000200271606,152864000,NVDA
2015-02-27 00:00:00+00:00,0.5315411686897278,0.5515000224113464,0.5547500252723694,0.5494999885559082,0.5534999966621399,157492000,NVDA
2015-03-02 00:00:00+00:00,0.5445525050163269,0.5649999976158142,0.5680000185966492,0.5492500066757202,0.550000011920929,301512000,NVDA
2015-03-03 00:00:00+00:00,0.534432590007782,0.5544999837875366,0.5634999871253967,0.5527499914169312,0.5607500076293945,160344000,NVDA
2015-03-04 00:00:00+00:00,0.5404563546180725,0.5607500076293945,0.5619999766349792,0.5502499938011169,0.5525000095367432,226840000,NVDA
2015-03-05 00:00:00+00:00,0.5508172512054443,0.5715000033378601,0.5724999904632568,0.559249997138977,0.5607500076293945,323056000,NVDA
2015-03-06 00:00:00+00:00,0.5433476567268372,0.5637500286102295,0.5709999799728394,0.5632500052452087,0.5682500004768372,257392000,NVDA
2015-03-09 00:00:00+00:00,0.5447934865951538,0.5652499794960022,0.5695000290870667,0.562749981880188,0.5640000104904175,222388000,NVDA
2015-03-10 00:00:00+00:00,0.5541905760765076,0.574999988079071,0.5787500143051147,0.5667499899864197,0.5677499771118164,527212000,NVDA
