,MSE,MAE,Direction_Accuracy,Signal_Accuracy,Total_Predictions,Buy_Signals,Sell_Signals,Hold_Signals,Signal_Rate
AAPL,0.11405571654085593,0.3371705921025189,0.4627777777777778,0.28055555555555556,1800.0,0.0,0.0,1800.0,0.0
