MSE,MAE,Direction_Accuracy,Signal_Accuracy,Total_Predictions,Buy_Signals,Sell_Signals,Hold_Signals,Signal_Rate
1.9718045963245667e-05,0.0044405006433110294,1.0,1.0,1,0,0,1,0.0
