Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09872590750455856,0.09915512675954263,0.09872590750455856,0.09872590750455856,469033600
1980-12-15,0.09357533603906631,0.09400455538338985,0.09357533603906631,0.09400455538338985,175884800
1980-12-16,0.08670707046985626,0.08713628391509287,0.08670707046985626,0.08713628391509287,105728000
1980-12-17,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08885318040847778,86441600
1980-12-18,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09142928570508957,73449600
1980-12-19,0.09700901806354523,0.09743823721285773,0.09700901806354523,0.09700901806354523,48630400
1980-12-22,0.10173041373491287,0.10216040087476655,0.10173041373491287,0.10173041373491287,37363200
1980-12-23,0.10602332651615143,0.10645254564793596,0.10602332651615143,0.10602332651615143,46950400
1980-12-24,0.11160319298505783,0.11203241231737682,0.11160319298505783,0.11160319298505783,48003200
1980-12-26,0.12190520763397217,0.12233442714757775,0.12190520763397217,0.12190520763397217,55574400
1980-12-29,0.12362194806337357,0.12405116713893757,0.12362194806337355,0.12362194806337355,93161600
1980-12-30,0.12061750143766403,0.12104670927885111,0.12061750143766403,0.12104670927885111,68880000
1980-12-31,0.11718380451202393,0.11761302394190387,0.11718380451202393,0.11761302394190387,35750400
1981-01-02,0.11847139894962311,0.11932983742976747,0.11847139894962311,0.11847139894962311,21660800
1981-01-05,0.11589616537094116,0.11632537336723603,0.11589616537094116,0.11632537336723603,35728000
1981-01-06,0.11074477434158325,0.11117399375149932,0.11074477434158325,0.11117399375149932,45158400
1981-01-07,0.10602332651615143,0.10645254564793596,0.10602332651615143,0.10645254564793596,55686400
1981-01-08,0.10387728363275528,0.10430649142583899,0.10387728363275528,0.10430649142583899,39827200
1981-01-09,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10945712774991989,21504000
1981-01-12,0.10859870165586472,0.10945712902502693,0.10859870165586472,0.10945712902502693,23699200
1981-01-13,0.10473569482564926,0.1051649140158025,0.10473569482564926,0.1051649140158025,23049600
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200
1981-01-15,0.10731104016304016,0.10816946741454628,0.10731104016304016,0.10731104016304016,14067200
1981-01-16,0.10645260661840439,0.10688182599602326,0.10645260661840439,0.10688182599602326,13395200
1981-01-19,0.11289084702730179,0.1133200663881642,0.11289084702730179,0.11289084702730179,41574400
1981-01-20,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10988634716052624,30083200
1981-01-21,0.11160319298505783,0.11246162018764723,0.11160319298505783,0.11160319298505783,15904000
1981-01-22,0.11289084702730179,0.11374928574902662,0.11289084702730179,0.11289084702730179,35548800
1981-01-23,0.11246160417795181,0.11332004272038504,0.11246160417795181,0.11289082344916843,11222400
1981-01-26,0.11074477434158325,0.11117399375149932,0.11074477434158325,0.11117399375149932,24640000
1981-01-27,0.10988638550043106,0.1107448131591028,0.10988638550043106,0.1107448131591028,23699200
1981-01-28,0.10645260661840439,0.10688182599602326,0.10645260661840439,0.10688182599602326,28156800
1981-01-29,0.10258961468935013,0.10301883389771323,0.10258961468935013,0.10301883389771323,43904000
1981-01-30,0.09700901806354523,0.09786745636217024,0.09700901806354523,0.09786745636217024,46188800
1981-02-02,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09185849945544224,23766400
1981-02-03,0.09486299008131027,0.09529220370248347,0.09486299008131027,0.09486299008131027,19152000
1981-02-04,0.09829667955636978,0.09872588726130042,0.09829667955636978,0.09829667955636978,27865600
1981-02-05,0.09829667955636978,0.09915510642827521,0.09829667955636978,0.09829667955636978,7929600
1981-02-06,0.09872590750455856,0.09915512675954263,0.09872590750455856,0.09872590750455856,13865600
1981-02-09,0.09357533603906631,0.09443376899668895,0.09357533603906631,0.09443376899668895,16755200
1981-02-10,0.09357533603906631,0.09400455538338985,0.09357533603906631,0.09357533603906631,18345600
1981-02-11,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09100003596576853,13843200
1981-02-12,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.09014162369942762,14560000
1981-02-13,0.08756554126739502,0.0884239742631424,0.08756554126739502,0.0884239742631424,11155200
1981-02-17,0.08971163630485535,0.09014162369942762,0.08971163630485535,0.08971163630485535,12275200
1981-02-18,0.09357533603906631,0.09443376899668895,0.09357533603906631,0.09357533603906631,19241600
1981-02-19,0.08799471706151962,0.08842393624033892,0.08799471706151962,0.08842393624033892,22310400
1981-02-20,0.08327340334653854,0.08370262284939012,0.08327340334653854,0.08370262284939012,24371200
1981-02-23,0.08456102758646011,0.08499024697354883,0.08456102758646011,0.08456102758646011,14112000
1981-02-24,0.08155649900436401,0.08241493188124766,0.08155649900436401,0.08241493188124766,16979200
1981-02-25,0.08670707046985626,0.08713628391509287,0.08670707046985626,0.08670707046985626,19488000
1981-02-26,0.08799471706151962,0.08842393624033892,0.08799471706151962,0.08799471706151962,10841600
1981-02-27,0.09100005030632019,0.09185848338789787,0.09100005030632019,0.09100005030632019,14761600
1981-03-02,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09142928570508957,11760000
1981-03-03,0.09014161676168442,0.09057083616578099,0.09014161676168442,0.09057083616578099,16172800
1981-03-04,0.08928237110376358,0.08971158456231383,0.08928237110376358,0.08971158456231383,13708800
1981-03-05,0.08885318040847778,0.08928239973569656,0.08885318040847778,0.08928239973569656,5376000
1981-03-06,0.08799471706151962,0.08885314968813601,0.08799471706151962,0.08885314968813601,11603200
1981-03-09,0.08112729340791702,0.08155650702304743,0.08112729340791702,0.08155650702304743,15321600
1981-03-10,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07769278492077697,28380800
1981-03-11,0.07425905764102936,0.0751174906209458,0.07425905764102936,0.0751174906209458,29859200
1981-03-12,0.07726357132196426,0.07769278492077697,0.07726357132196426,0.07726357132196426,59248000
1981-03-13,0.07640516757965088,0.0768343813424208,0.07640516757965088,0.0768343813424208,231302400
1981-03-16,0.07941040396690369,0.08026883667395274,0.07941040396690369,0.07941040396690369,37228800
1981-03-17,0.08327340334653854,0.08413183662121514,0.08327340334653854,0.08327340334653854,43747200
1981-03-18,0.08842400461435318,0.0892824379047546,0.08842400461435318,0.08842400461435318,36937600
1981-03-19,0.08756554126739502,0.08799475489975636,0.08756554126739502,0.08799475489975636,37811200
1981-03-20,0.08842400461435318,0.0892824379047546,0.08842400461435318,0.08842400461435318,14604800
1981-03-23,0.09185845404863358,0.09271688685603087,0.09185845404863358,0.09185845404863358,22019200
1981-03-24,0.09142928570508957,0.09185849945544224,0.09142928570508957,0.09185849945544224,28156800
1981-03-25,0.08971163630485535,0.09057084313655903,0.08971163630485535,0.09057084313655903,7056000
1981-03-26,0.08799471706151962,0.08842393624033892,0.08799471706151962,0.08842393624033892,12275200
1981-03-27,0.0849902406334877,0.08541945425753313,0.0849902406334877,0.08541945425753313,12252800
1981-03-30,0.0849902406334877,0.08584867361260315,0.0849902406334877,0.0849902406334877,9900800
1981-03-31,0.08413179218769073,0.08499022500899299,0.08413179218769073,0.08499022500899299,15993600
1981-04-01,0.08327340334653854,0.08370262284939012,0.08327340334653854,0.08370262284939012,34070400
1981-04-02,0.09057082235813141,0.09100003596576853,0.09057082235813141,0.09057082235813141,31404800
1981-04-03,0.09100005030632019,0.09142926971262166,0.09100005030632019,0.09100005030632019,16486400
1981-04-06,0.08928237110376358,0.08971158456231383,0.08928237110376358,0.08971158456231383,22803200
1981-04-07,0.08842400461435318,0.08885321839404055,0.08842400461435318,0.08885321839404055,10684800
1981-04-08,0.09271688014268875,0.09357531288792958,0.09271688014268875,0.09271688014268875,21952000
1981-04-09,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,12499200
1981-04-10,0.09572137892246246,0.09615059234574735,0.09572137892246246,0.09572137892246246,33465600
1981-04-13,0.09572137892246246,0.09615059234574735,0.09572137892246246,0.09572137892246246,16060800
1981-04-14,0.09572137892246246,0.09615059234574735,0.09572137892246246,0.09572137892246246,6652800
1981-04-15,0.09100005030632019,0.09142926971262166,0.09100005030632019,0.09142926971262166,34048000
1981-04-16,0.08584868162870407,0.08627789529282723,0.08584868162870407,0.08627789529282723,23878400
1981-04-20,0.08842400461435318,0.08885321839404055,0.08842400461435318,0.08842400461435318,35347200
1981-04-21,0.09443376958370209,0.09486298893069371,0.09443376958370209,0.09443376958370209,28537600
1981-04-22,0.09786749631166458,0.09829671563618433,0.09786749631166458,0.09786749631166458,18995200
1981-04-23,0.10044277459383011,0.1008719938553582,0.10044277459383012,0.10044277459383012,58016000
1981-04-24,0.09958436340093613,0.10044279059873036,0.09958436340093613,0.10044279059873036,35056000
1981-04-27,0.09872590750455856,0.09915512675954263,0.09872590750455856,0.09915512675954263,38528000
1981-04-28,0.09700901806354523,0.09743823721285773,0.09700901806354523,0.09743823721285773,32188800
1981-04-29,0.09572137892246246,0.09615059234574735,0.09572137892246246,0.09615059234574735,13641600
1981-04-30,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,12611200
1981-05-01,0.0974382758140564,0.09829671445276092,0.0974382758140564,0.0974382758140564,16553600
1981-05-04,0.09700901806354523,0.09743823721285773,0.09700901806354523,0.09743823721285773,14448000
1981-05-05,0.09657984226942062,0.0970090500984249,0.09657984226942062,0.0970090500984249,17539200
1981-05-06,0.09400451183319092,0.094433725247645,0.09400451183319092,0.094433725247645,18950400
1981-05-07,0.09529219567775726,0.09572141499380968,0.09529219567775726,0.09529219567775726,9363200
