Price,Close,High,Low,Open,Volume
Ticker,IWM,IWM,IWM,IWM,IWM
Date,,,,,
2000-05-26,33.09428024291992,33.09428024291992,32.800209400023164,32.95855523850603,74800
2000-05-30,34.31582260131836,34.31582260131836,33.569334700300885,33.569334700300885,57600
2000-05-31,34.440216064453125,34.881322280056956,34.42890564866841,34.42890564866841,36000
2000-06-01,35.220645904541016,35.220645904541016,35.14712817866448,35.14712817866448,7000
2000-06-02,37.05294418334961,37.05294418334961,36.815425310379425,36.815425310379425,29400
2000-06-05,36.917205810546875,37.32438087463379,36.871964136759445,36.96244748433431,48400
2000-06-06,37.279144287109375,37.93514864653059,37.16604008720916,37.49969747691478,151800
2000-06-07,37.32437515258789,37.32437515258789,36.713612650090994,37.052925151478156,131000
2000-06-08,37.23390197753906,37.73156044868479,37.23390197753906,37.73156044868479,91400
2000-06-09,37.889915466308594,37.889915466308594,37.57322363554542,37.59584448059993,41600
2000-06-12,36.764503479003906,38.00299390538475,36.736227441871925,38.00299390538475,85200
2000-06-13,37.23390197753906,37.23390197753906,36.329068393637755,36.67403619750013,168200
2000-06-14,37.05294418334961,37.53929235181238,37.05294418334961,37.53929235181238,43200
2000-06-15,37.098167419433594,37.098167419433594,36.47043928169622,36.82671741392554,26800
2000-06-16,36.89459228515625,37.27914658855764,36.89459228515625,37.25652574718108,30200
2000-06-19,37.82204818725586,37.82204818725586,36.92852491967416,37.098181236303596,59200
2000-06-20,38.070892333984375,38.12744446163438,37.731579568084335,37.878615099974354,47000
2000-06-21,38.27365493774414,38.3415561588046,37.75307890961397,37.75307890961397,66800
2000-06-22,37.11933517456055,38.38682466832603,37.11933517456055,38.38682466832603,139600
2000-06-23,36.87038803100586,37.48149943483468,36.57614920694012,37.48149943483468,235800
2000-06-26,37.32305145263672,37.32305145263672,36.84774273189362,37.017495846444724,93600
2000-06-27,36.734580993652344,37.70783236933136,36.734580993652344,37.379642951951226,112800
2000-06-28,37.66257095336914,37.798373492864464,36.89302322956232,36.89302322956232,170600
2000-06-29,37.0740852355957,37.54939402066744,36.96091647724529,37.481492765657194,212200
2000-06-30,37.430572509765625,37.430572509765625,36.791168927966154,37.09672462192342,1171800
2000-07-03,37.95680236816406,37.95680236816406,37.30042355559593,37.34569105991097,15800
2000-07-05,37.526763916015625,37.75310145471294,37.396619831264665,37.74178457777808,138800
2000-07-06,37.968101501464844,37.968101501464844,37.18723741693397,37.53806041143335,154600
2000-07-07,38.20576858520508,38.352887954757115,37.973772656296106,37.973772656296106,71800
2000-07-10,38.45472717285156,38.590529623138266,38.183122272278155,38.183122272278155,44800
2000-07-11,38.40947723388672,38.60186412633694,38.27367472156891,38.38684348183375,253200
2000-07-12,39.17900848388672,39.17900848388672,38.56789743301154,38.61316491826155,45200
2000-07-13,39.303497314453125,39.303497314453125,39.11111048625108,39.21296233647569,102600
2000-07-14,39.33745193481445,39.50720503579898,39.02057947964334,39.50720503579898,54800
2000-07-17,39.4732551574707,39.54115639914067,39.26955143246082,39.37140329496576,46600
2000-07-18,38.794246673583984,39.21297103966409,38.794246673583984,39.21297103966409,235400
2000-07-19,38.115230560302734,38.66975737071094,38.115230560302734,38.66975737071094,35400
2000-07-20,38.748985290527344,38.748985290527344,38.47738025344421,38.47738025344421,150400
